0|1|1.0000000000
4|2|1.4142135624
4|3|1.7320508076
4|4|2.0000000000
4|5|2.2360679775
5|6|2.4494897428
4|7|2.6457513111
5|8|2.8284271247
5|9|3.0000000000
5|10|3.1622776602
5|11|3.3166247904
5|12|3.4641016151
5|13|3.6055512755
5|14|3.7416573868
5|15|3.8729833462
5|16|4.0000000000
5|17|4.1231056256
5|18|4.2426406871
5|19|4.3588989435
5|20|4.4721359550
5|21|4.5825756950
5|22|4.6904157599
5|23|4.7958315233
5|24|4.8989794857
5|25|5.0000000001
6|26|5.0990195136
6|27|5.1961524227
6|28|5.2915026221
6|29|5.3851648071
6|30|5.4772255751
6|31|5.5677643628
6|32|5.6568542495
6|33|5.7445626465
6|34|5.8309518948
6|35|5.9160797831
6|36|6.0000000000
6|37|6.0827625303
6|38|6.1644140030
6|39|6.2449979984
6|40|6.3245553203
6|41|6.4031242374
6|42|6.4807406984
6|43|6.5574385243
6|44|6.6332495807
6|45|6.7082039325
6|46|6.7823299831
6|47|6.8556546004
6|48|6.9282032303
6|49|7.0000000000
6|50|7.0710678119
6|51|7.1414284285
6|52|7.2111025509
6|53|7.2801098893
6|54|7.3484692283
6|55|7.4161984871
6|56|7.4833147735
6|57|7.5498344353
6|58|7.6157731059
6|59|7.6811457479
6|60|7.7459666924
6|61|7.8102496759
6|62|7.8740078740
6|63|7.9372539332
6|64|8.0000000000
6|65|8.0622577483
6|66|8.1240384046
6|67|8.1853527719
6|68|8.2462112512
6|69|8.3066238629
6|70|8.3666002653
6|71|8.4261497732
6|72|8.4852813742
6|73|8.5440037453
6|74|8.6023252670
6|75|8.6602540378
6|76|8.7177978871
6|77|8.7749643874
6|78|8.8317608663
6|79|8.8881944173
6|80|8.9442719100
6|81|9.0000000000
6|82|9.0553851381
6|83|9.1104335792
6|84|9.1651513899
6|85|9.2195444573
6|86|9.2736184955
6|87|9.3273790531
6|88|9.3808315197
6|89|9.4339811321
6|90|9.4868329805
6|91|9.5393920142
7|92|9.5916630466
7|93|9.6436507610
7|94|9.6953597148
7|95|9.7467943448
7|96|9.7979589711
7|97|9.8488578018
7|98|9.8994949366
7|99|9.9498743711
7|100|10.0000000000
