0|1|1.0000000000
4|2|1.2599210500
5|3|1.4422495703
4|4|1.5874010520
4|5|1.7099759467
5|6|1.8171205928
5|7|1.9129311828
5|8|2.0000000000
6|9|2.0800838231
6|10|2.1544346900
6|11|2.2239800906
6|12|2.2894284851
6|13|2.3513346877
6|14|2.4101422642
6|15|2.4662120744
6|16|2.5198420998
6|17|2.5712815907
7|18|2.6207413942
7|19|2.6684016487
7|20|2.7144176166
7|21|2.7589241764
7|22|2.8020393307
7|23|2.8438669799
7|24|2.8844991406
7|25|2.9240177382
7|26|2.9624960684
7|27|3.0000000000
7|28|3.0365889719
7|29|3.0723168257
7|30|3.1072325060
7|31|3.1413806524
7|32|3.1748021039
8|33|3.2075343300
8|34|3.2396118013
8|35|3.2710663102
8|36|3.3019272489
8|37|3.3322218516
8|38|3.3619754068
8|39|3.3912114430
8|40|3.4199518934
8|41|3.4482172404
8|42|3.4760266449
8|43|3.5033980604
8|44|3.5303483353
8|45|3.5568933045
8|46|3.5830478710
8|47|3.6088260801
8|48|3.6342411857
8|49|3.6593057100
8|50|3.6840314986
8|51|3.7084297693
8|52|3.7325111568
8|53|3.7562857542
8|54|3.7797631497
8|55|3.8029524608
8|56|3.8258623655
8|57|3.8485011313
8|58|3.8708766406
8|59|3.8929964159
9|60|3.9148676412
8|61|3.9364971831
8|62|3.9578916097
9|63|3.9790572079
9|64|4.0000000000
9|65|4.0207257586
9|66|4.0412400206
9|67|4.0615481004
9|68|4.0816551019
9|69|4.1015659297
9|70|4.1212852998
9|71|4.1408177494
9|72|4.1601676461
9|73|4.1793391964
9|74|4.1983364538
9|75|4.2171633265
9|76|4.2358235843
9|77|4.2543208651
9|78|4.2726586817
9|79|4.2908404270
9|80|4.3088693801
9|81|4.3267487109
9|82|4.3444814858
9|83|4.3620706715
9|84|4.3795191399
9|85|4.3968296722
9|86|4.4140049624
9|87|4.4310476217
9|88|4.4479601811
9|89|4.4647450956
9|90|4.4814047466
9|91|4.4979414453
9|92|4.5143574355
9|93|4.5306548961
9|94|4.5468359438
9|95|4.5629026354
9|96|4.5788569702
9|97|4.5947008922
9|98|4.6104362921
9|99|4.6260650092
9|100|4.6415888336
